제목,장르,총 평점,유저 평점
퓨너럴,드라마,3.5,3.5
원 나잇 스탠드,드라마,2.9,2.5
우먼 인 레드,로맨틱코미디,2.9,2.5
레드 스콜피온,액션,2.6,2.5
레드 소냐,판타지,2.7,2.5
레드 플래닛,액션,3.1,3.0
레드,액션,3.6,3.5
하드 맨,프랑스,2.2,2.0
모든 개들은 천국에 간다 2,애니메이션,2.8,2.5
모든 개들은 천국에 간다,애니메이션,3.3,3.0
투 이프 바이 씨,로맨틱코미디,2.2,2.0
바이 준,로맨스,2.4,2.0
푸셔,범죄,3.4,3.0
고스트 앤 다크니스,공포,3.1,3.0
어플릭션,드라마,3.4,3.0
고스트 맘마,판타지,2.6,2.5
고스트 라이더,액션,2.8,2.5
고스트버스터즈 2,액션,3.5,3.0
포스트맨은 벨을 두 번 울린다,로맨스,3.3,3.0
정글투정글,코미디,2.7,2.5
파이널 디씨전,액션,3.1,3.0
웨스턴,로맨틱코미디,3.2,3.0
웨스턴 애비뉴,드라마,2.7,2.5
스키야키 웨스턴: 장고,서부극,2.9,2.5
라스푸친,드라마,3.0,2.5
그리고 삶은 계속된다,모험,3.9,3.5
삶은 기적이다,로맨스,3.7,3.5
귀천도,액션,2.0,2.0
크래쉬,드라마,3.2,3.0
드레스,드라마,3.0,2.5
드레스드 투 킬,드라마,3.5,3.5
엔젤 하트,공포,3.5,3.5
존 레논 컨피덴셜,다큐멘터리,3.4,3.0
LA 컨피덴셜,범죄,3.7,3.5
파이어스톰,재난,2.5,2.5
정글 스토리,드라마,2.8,2.5
정글 피버,로맨스,3.3,3.0
정글북,액션,3.0,2.5
워킹 앤 토킹,드라마,2.7,2.5
워킹 걸,로맨틱코미디,3.2,3.0
선체이서,드라마,2.8,2.5
파라다이스 로드,전쟁,3.0,3.0
로드 투 웰빌,드라마,2.9,2.5
로드 하우스,액션,3.1,3.0
투캅스 3,액션,2.1,2.0
투캅스 2,액션,3.0,2.5
어싸인먼트,스릴러,3.0,3.0
후드럼,드라마,2.8,2.5
홍콩 마스크,액션,3.0,2.5
아이언 마스크,판타지,3.3,3.0
마스크 2 - 마스크의 아들,판타지,2.5,2.5
죽음보다 무서운 비밀,드라마,3.4,3.0
25시,드라마,3.6,3.5
스피어,공포,3.2,3.0
미스터 커티,코미디,3.1,3.0
내가 쓴 것,드라마,3.2,3.0
강원도의 힘,드라마,3.3,3.0
터뷸런스,스릴러,2.8,2.5
킬링 미 소프트리,드라마,2.4,2.0
키카,드라마,3.3,3.0
여고괴담 세번째이야기 여우계단,공포,2.5,2.0
어글리,뉴질랜드,3.3,3.0
스피시즈 2,SF,2.3,2.0
스피시즈,공포,3.0,3.0
물 위의 하룻밤,드라마,1.7,1.5
유로파 유로파,전쟁,3.7,3.5
유로파,드라마,3.6,3.5
4차원의 난장이 E.T,코미디,2.9,2.5
브라질,판타지,3.8,3.5
데드 맨,모험,3.5,3.0
키스할까요?,로맨틱코미디,2.3,2.0
러브 러브,판타지,1.7,1.5
찜,로맨틱코미디,2.4,2.0
원스 어폰 어 타임 인 멕시코,액션,3.1,3.0
리썰 웨폰 3,액션,3.5,3.0
리썰 웨폰 2,액션,3.5,3.5
리썰 웨폰,액션,3.7,3.5
주까? 마까!,로맨틱코미디,2.2,2.0
킹핀,스포츠,2.9,2.5
헤비메탈,애니메이션,2.9,2.5
데드존,공포,3.3,3.0
붙어야 산다,코미디,3.1,3.0
오스모시스 존스,애니메이션,3.4,3.0
인 앤 아웃,코미디,3.1,3.0
노 웨이 아웃,스릴러,3.6,3.5
솔드 아웃,코미디,3.3,3.0
아웃사이더,범죄,3.3,3.0
아웃브레이크,재난,3.4,3.0
토요일 오후 2시,로맨스,2.0,2.0
킹스 앤 퀸,드라마,3.6,3.5
베라 드레이크,드라마,3.7,3.5
퍼펙트 스트레인저,범죄,2.9,2.5
개를 문 사나이,드라마,3.7,3.5
한니발 라이징,모험,3.3,3.0
하워즈 엔드,드라마,3.2,3.0
쇼팽의 연인,코미디,3.3,3.0
엘리베이터를 내려서 왼쪽으로,코미디,2.8,2.5
실종자,범죄,3.2,3.0
오징어와 고래,드라마,3.4,3.0
헛소동,로맨스,3.2,3.0
금지된 사랑,로맨스,3.8,3.5
락앤롤 보트,음악,3.7,3.5
여왕 마고,드라마,3.2,3.0
테이킹 라이브즈,범죄,3.1,3.0
쥬니어,코미디,3.0,3.0
파르나서스 박사의 상상극장,모험,3.0,2.5
남아있는 나날,드라마,3.6,3.5
비욘드 사일런스,드라마,3.5,3.0
보물성,애니메이션,3.4,3.0
좀비랜드,모험,3.5,3.5
내 마음을 읽어 봐,범죄,3.7,3.5
비터 문,드라마,3.0,3.0
누드 모델,드라마,3.3,3.0
내 심장이 건너뛴 박동,드라마,3.6,3.5
메이드 인 홍콩,로맨스,3.7,3.5
크로커다일 던디 2,코미디,2.4,2.0
크로커다일 던디,모험,3.1,3.0
머큐리,액션,3.2,3.0
브라더 오브 슬립,로맨스,3.5,3.5
이어 오브 드래곤,액션,3.0,3.0
로드 오브 워,드라마,3.5,3.0
우주 소년 캐시,애니메이션,2.5,2.5
펑꾸이에서 온 소년,대만,3.7,3.5
고령가 소년 살인사건,드라마,4.1,4.0
소년 소녀를 만나다,드라마,3.7,3.5
이 소년의 삶,드라마,3.4,3.0
그녀를 위하여,로맨틱코미디,2.9,2.5
"요리사, 도둑, 그의 아내 그리고 그녀의 정부",범죄,3.5,3.5
피아노 맨,스릴러,2.1,2.0
베테랑,액션,4.0,3.5
러브 앤 머시,드라마,3.4,3.0
미션 임파서블: 로그네이션,액션,3.8,3.5
픽셀,액션,2.9,2.5
동사서독 리덕스,드라마,3.6,3.5
화양연화,로맨스,4.0,3.5
부에노스 아이레스 제로 디그리,다큐멘터리,3.7,3.5
동사서독,드라마,3.6,3.5
열혈남아,범죄,3.5,3.5
타락천사,드라마,3.6,3.5
아비정전,범죄,3.8,3.5
사탄탱고,드라마,4.2,4.0
파멸,로맨스,3.8,3.5
가을,드라마,3.5,3.0
베크마이스터 하모니즈,드라마,4.1,4.0
런던에서 온 사나이,드라마,3.7,3.5
벅스 라이프,애니메이션,3.6,3.5
피와 뼈,드라마,3.5,3.0
10층의 모기,일본,3.4,3.0
그들 각자의 영화관,코미디,3.7,3.5
코드명 J,액션,2.9,2.5
다케시즈,코미디,2.9,2.5
3-4 X 10월,액션,3.3,3.0
그 남자 흉폭하다,액션,3.6,3.5
고하토,시대극,2.7,2.5
브라더,액션,3.2,3.0
그래서 난 도끼 부인과 결혼했다,로맨틱코미디,3.0,2.5
도니 브래스코,범죄,3.8,3.5
여름 이야기,로맨틱코미디,3.8,3.5
마영정,액션,2.9,2.5
로스트 인 스페이스,액션,3.3,3.0
스페이스 카우보이,스릴러,3.4,3.0
스페이스 잼,애니메이션,3.0,2.5
위너,스릴러,2.3,2.0
세븐틴,드라마,1.3,1.0
쉘로우 그레이브,드라마,3.7,3.5
내 이름은 조,독일,3.7,3.5
막달레나 시스터즈,드라마,3.6,3.5
메트로,액션,2.6,2.5
레트로액티브,범죄,3.4,3.0
탱고 레슨,드라마,3.5,3.0
서울에서 마지막 탱고,드라마,3.0,2.5
탱고,로맨스,3.1,3.0
어딕션,공포,3.5,3.5
디 엣지,액션,3.2,3.0
파리의 실락원,프랑스,3.3,3.0
파리의 늑대인간,로맨스,3.0,2.5
기막힌 사내들,코미디,3.0,3.0
퇴마록,판타지,1.9,1.5
식스 데이 세븐 나잇,액션,3.1,3.0
베이비 데이 아웃,코미디,3.5,3.0
도베르만,액션,2.9,2.5
엠마,드라마,3.2,3.0
그렘린,액션,3.4,3.0
바론의 대모험,모험,3.4,3.0
사커 독,드라마,2.5,2.0
커럽터,액션,2.5,2.5
글렌게리 글렌 로스,범죄,3.7,3.5
폴리,드라마,3.7,3.5
엑스트라,코미디,2.8,2.5
나폴레옹,드라마,3.4,3.0
나폴레옹 다이너마이트,코미디,3.6,3.5
스파이 하드,액션,2.7,2.5
하드 타겟,액션,2.7,2.5
하드 레인,재난,2.9,2.5
생과부 위자료 청구 소송,드라마,2.4,2.0
블랙아웃,드라마,2.7,2.5
블랙 레인,액션,3.3,3.0
십이야,로맨틱코미디,3.2,3.0
메리에겐 뭔가 특별한 것이 있다,로맨틱코미디,3.4,3.0
에로틱 테일즈,미국,3.1,3.0
왝 더 독,코미디,3.4,3.0
실락원,로맨스,2.6,2.5
남자의 향기,로맨스,2.3,2.0
세 남자와 아기 바구니,코미디,3.2,3.0
남자는 괴로워,드라마,2.9,2.5
내 안의 남자,로맨틱코미디,3.4,3.0
"그 여자, 그 남자",로맨틱코미디,2.4,2.0
궁둥이에 총을 쏜 남자,액션,2.6,2.5
아래층 여자와 윗층 남자,로맨틱코미디,2.2,2.0
꽃을 든 남자,로맨틱코미디,2.1,2.0
가슴 달린 남자,로맨틱코미디,2.2,2.0
40살까지 못해본 남자,로맨스,3.1,3.0
49일의 남자,액션,2.5,2.5
결혼하는 남자,로맨틱코미디,2.9,2.5
젊은 남자,드라마,2.7,2.5
남자 이야기,액션,2.5,2.5
꼬리치는 남자,로맨틱코미디,2.2,2.0
19번째 남자,스포츠,3.2,3.0
부나비는 황혼이 슬프다,한국,2.6,2.5
황혼에서 새벽까지 2,액션,2.6,2.5
황혼에서 새벽까지,액션,3.6,3.5
얼지마 죽지마 부활할거야,드라마,3.8,3.5
슬라이딩 도어즈,코미디,3.4,3.0
더 게임,드라마,3.6,3.5
파파라치,코미디,2.6,2.5
파란 대문,드라마,2.8,2.5
칼라 송,드라마,3.5,3.5
소펠 부인,로맨스,3.0,2.5
문스트럭,로맨틱코미디,3.3,3.0
젤리그,코미디,3.9,3.5
스톱 메이킹 센스,다큐멘터리,4.1,4.0
센스 오브 스노우,액션,2.9,2.5
이 세상 끝까지,드라마,3.4,3.0
그들만의 세상,범죄,2.4,2.0
세상 밖으로,범죄,3.0,2.5
동정없는 세상,로맨틱코미디,3.4,3.0
네고시에이터,액션,3.7,3.5
스투피드,코미디,3.5,3.5
죽음 전의 키스,스릴러,2.9,2.5
죽음의 키스,공포,3.2,3.0
프렌치 키스,로맨틱코미디,3.4,3.0
퍼펙트 머더,스릴러,3.1,3.0
비지터 2,판타지,2.9,2.5
비지터,판타지,3.1,3.0
가면의 정사,스릴러,3.4,3.0
어벤저,액션,2.6,2.5
내 남자친구의 결혼식,로맨틱코미디,3.4,3.0
노 머시,액션,2.9,2.5
러시아 엘레지,러시아,3.7,3.5
러시아 하우스,스릴러,3.0,2.5
러시아 방주,판타지,3.8,3.5
셋 잇 오프,드라마,3.2,3.0
투 타이어드 투 다이,로맨스,2.3,2.0
짱,틴에이저,2.3,2.0
솔저,액션,2.9,2.5
롱풀리 어큐즈드,코미디,2.7,2.5
영웅본색 3,범죄,3.1,3.0
영웅본색 2,범죄,3.9,3.5
용의 가족,액션,3.1,3.0
조용한 가족,코미디,3.1,3.0
친니친니: 안나마덕련나,코미디,3.1,3.0
나의 아름다운 세탁소,로맨스,3.5,3.0
아름다운 청년 전태일,드라마,3.4,3.0
아름다운 직업,드라마,3.5,3.5
아름다운 시절,드라마,3.1,3.0
아름다운 청춘,드라마,3.1,3.0
천국보다 아름다운,로맨스,3.6,3.5
까,드라마,1.6,1.5
모넬라,코미디,2.5,2.5
못말리는 로빈 훗,코미디,2.8,2.5
Mr. 로빈 꼬시기,코미디,2.3,2.0
굿바이 레닌,코미디,3.7,3.5
47 로닌,판타지,2.0,1.5
로닌,범죄,3.1,3.0
바람 부는 날이면 압구정동에 가야한다,코미디,2.1,2.0
내 안에 우는 바람,드라마,2.8,2.5
용커스가의 사람들,미국,3.3,3.0
바람 불어 좋은 날,드라마,3.4,3.0
추방된 사람들,드라마,3.5,3.0
보통 사람들,드라마,3.5,3.0
난 이상한 사람과 결혼했다,애니메이션,3.3,3.0
델리카트슨 사람들,공포,3.7,3.5
초대받은 사람들,한국,2.8,2.5
살람 봄베이,드라마,3.3,3.0
빅 히트,액션,3.1,3.0
보디 히트,스릴러,3.4,3.0
거미 여인의 키스,드라마,3.6,3.5
개미,애니메이션,3.5,3.0
풍운,판타지,3.1,3.0
내가 여자가 된 날,드라마,3.8,3.5
해가 서쪽에서 뜬다면,로맨스,3.0,3.0
너무 많이 본 사나이,드라마,3.7,3.5
총알탄 사나이 2 - 공포의 낌새,코미디,3.2,3.0
유치원에 간 사나이,코미디,3.1,3.0
철의 사나이,드라마,3.4,3.0
총알탄 사나이,액션,3.4,3.0
총알탄 사나이 3,코미디,3.1,3.0
벅시,드라마,3.3,3.0
마우스 헌트,코미디,3.4,3.0
에어 버드,코미디,3.6,3.5
크리스마스에 눈이 올까요?,드라마,3.9,3.5
크리스마스에 눈이 내리면,로맨스,2.3,2.0
전장의 크리스마스,전쟁,3.5,3.0
프랙티컬 매직,로맨스,3.0,3.0
패트리어트,스릴러,3.0,2.5
패트리어트 게임,액션,3.3,3.0
카게무샤,전쟁,3.7,3.5
햇빛 쏟아지던 날들,드라마,3.7,3.5
죽음의 표적,액션,2.7,2.5
표적,액션,3.3,3.0
다크 엔젤,공포,3.4,3.0
디트로이트 메탈 시티,음악,3.1,3.0
피어 시티,스릴러,3.0,2.5
시티 헌터,코미디,3.1,3.0
다크 시티,SF,3.6,3.5
영혼은 그대 곁에,로맨스,3.4,3.0
슈가랜드 특급,드라마,3.4,3.0
미지와의 조우,드라마,3.6,3.5
1941,전쟁,2.8,2.5
컬러 퍼플,드라마,3.7,3.5
우주전쟁,모험,3.4,3.0
아미스타드,드라마,3.2,3.0
대결,공포,3.8,3.5
태양의 제국,전쟁,3.7,3.5
후크,모험,3.5,3.5
인디아나 존스: 마궁의 사원,액션,3.9,3.5
인디아나 존스 - 최후의 성전,판타지,3.9,3.5
레이더스,모험,4.0,3.5
싸이코,스릴러,3.5,3.5
밴디트 퀸,인도,3.3,3.0
리전에어,액션,2.6,2.5
유리,드라마,2.5,2.5
기쁜 우리 젊은 날,드라마,3.2,3.0
유리의 성,로맨스,3.2,3.0
광부의 딸,드라마,3.6,3.5
원더랜드,드라마,3.7,3.5
웰컴 투 사라예보,전쟁,3.2,3.0
광끼,스릴러,3.1,3.0
시실리안,드라마,2.7,2.5
천국의 문,로맨스,3.6,3.5
미스터 플라워,로맨스,2.8,2.5
24시간 파티하는 사람들,영국,3.6,3.5
맨헌터,공포,3.3,3.0
카드로 만든 집,드라마,3.6,3.5
로저와 나,다큐멘터리,3.7,3.5
헤더스,스릴러,3.3,3.0
마네킨,코미디,3.2,3.0
넬,드라마,3.2,3.0
고양이와 개에 관한 진실,로맨틱코미디,3.3,3.0
베니스의 상인,드라마,3.2,3.0
어느 멋진 날,로맨틱코미디,3.5,3.5
허드슨 호크,액션,3.2,3.0
일 포스티노,드라마,3.9,3.5
라스트 모히칸,액션,3.7,3.5
히트,액션,3.9,3.5
아마겟돈,SF,3.8,3.5
마이클,드라마,2.9,2.5
007 네버 세이 네버 어게인,액션,3.4,3.0
에버 애프터,로맨틱코미디,3.3,3.0
캐릭터,드라마,3.6,3.5
스폰,스릴러,3.1,3.0
닥터 모로의 DNA,판타지,2.5,2.5
닥터 K,미스터리,1.9,1.5
닥터 두리틀,코미디,3.2,3.0
닥터,스릴러,1.8,1.5
비상 계엄,액션,3.0,2.5
클루리스,틴에이저,3.3,3.0
리치몬드 연애 소동,드라마,3.0,2.5
마이키 이야기 2,코미디,3.1,3.0
마이키 이야기,코미디,3.3,3.0
그들은 태양을 쏘았다,액션,2.8,2.5
사탄의 태양 아래서,드라마,3.5,3.0
위선의 태양,드라마,3.8,3.5
떠오르는 태양,액션,2.9,2.5
용재강호 : 테러리스트,드라마,2.7,2.5
테러리스트,액션,2.9,2.5
중앙역,드라마,3.9,3.5
산전수전,코미디,2.3,2.0
너바나,액션,3.0,3.0
세 가지 색 : 화이트,코미디,3.5,3.5
세 가지 색 : 레드,드라마,3.6,3.5
레드 로즈 화이트 로즈,드라마,3.1,3.0
화이트 발렌타인,로맨스,2.5,2.5
화이트 스콜,드라마,3.2,3.0
철인사천왕,애니메이션,1.9,1.5
연풍연가,로맨스,2.8,2.5
이웃집 토토로,판타지,4.0,4.0
나인 투 파이브,코미디,3.4,3.0
채널 식스 나인,코미디,1.7,1.5
69 식스티 나인,드라마,3.3,3.0
나인 라이브즈,드라마,3.5,3.5
나인 먼쓰,코미디,2.8,2.5
나인 송즈,로맨스,2.6,2.5
위험한 정사,드라마,3.3,3.0
플래시댄스,로맨스,3.5,3.0
나인 하프 위크,드라마,3.3,3.0
로리타,드라마,3.2,3.0
블러드 라인,스릴러,2.6,2.5
안토니아스 라인,가족,4.0,3.5
13층,미스터리,3.7,3.5
중광의 허튼 소리,드라마,2.7,2.5
빅 타임,액션,3.0,2.5
안개 속의 풍경,드라마,3.8,3.5
마요네즈,드라마,2.8,2.5
나는 아직도 네가 지난 여름에 한 일을 알고 있다,공포,2.8,2.5
나는 네가 지난 여름에 한 일을 알고 있다,스릴러,3.0,3.0
나는 소망한다 내게 금지된 것을,드라마,2.5,2.5
나는 비와 함께 간다,액션,2.2,2.0
나는 할렐루야 아줌마였다,드라마,2.0,2.0
브래스드 오프,드라마,3.7,3.5
넉 오프,액션,2.5,2.5
비 오는 날 수채화,로맨스,2.8,2.5
오픈 레인지,서부극,2.9,2.5
반생연,로맨스,3.1,3.0
호수의 이방인,드라마,3.7,3.5
호스 위스퍼러,서부극,3.2,3.0
눈오는 날의 왈츠,드라마,3.6,3.5
라스트 왈츠,다큐멘터리,3.8,3.5
페이백,액션,3.3,3.0
욕망의 낮과 밤,로맨스,3.3,3.0
내 마음의 지도,로맨스,3.3,3.0
마음,로맨스,3.6,3.5
프린스 오브 다크니스,스릴러,3.1,3.0
스트리트 오브 파이어,액션,3.2,3.0
세인트 오브 뉴욕,드라마,2.9,2.5
시티 오브 조이,드라마,3.6,3.5
컬러 오브 머니,드라마,3.5,3.0
파워 오브 원,드라마,3.6,3.5
썸 오브 올 피어스,액션,3.3,3.0
조지 오브 정글,코미디,3.2,3.0
엑소시즘 오브 에밀리 로즈,드라마,3.0,3.0
시티 오브 엔젤,로맨스,3.3,3.0
칠드런 오브 맨,모험,3.8,3.5
써티 데이즈 오브 나이트,액션,3.3,3.0
아웃 오브 아프리카,드라마,3.8,3.5
레전드 오브 조로,액션,3.2,3.0
마스크 오브 조로,액션,3.3,3.0
하우스 오브 왁스,공포,2.8,2.5
이브의 파괴,스릴러,2.4,2.0
이브의 시선,드라마,3.2,3.0
몬트리올 예수,드라마,3.7,3.5
로렌스 애니웨이,드라마,3.8,3.5
마농의 샘 - 2부,드라마,3.5,3.5
마농의 샘 - 1부,드라마,3.6,3.5
어비스,드라마,3.7,3.5
센스 앤 센서빌리티,드라마,3.6,3.5
퀴즈 쇼,드라마,3.6,3.5
쇼걸,드라마,2.9,2.5
34번가의 기적,드라마,3.6,3.5
핸드메이즈,로맨스,2.9,2.5
론 스타,로맨스,3.6,3.5
아워 이디엇 브라더,코미디,3.4,3.0
림보,드라마,3.5,3.0
베스트 키드,스포츠,3.0,3.0
야곱의 사다리,공포,3.4,3.0
허수아비,공포,3.1,3.0
문라이트 앤 발렌티노,로맨틱코미디,2.9,2.5
엘리자베스,드라마,3.4,3.0
레이디 인 더 워터,판타지,2.5,2.0
라스트 에어벤더,액션,2.2,2.0
컬러 오브 나이트,미스터리,2.9,2.5
헬 나이트,스릴러,2.6,2.5
사베지 나이트,드라마,3.4,3.0
빅 나이트,드라마,3.6,3.5
나이트 플라이어,판타지,3.1,3.0
나이트 무브,스릴러,2.9,2.5
부기 나이트,드라마,3.6,3.5
나이트 플라이트,액션,3.2,3.0
킬러 콘돔,공포,3.1,3.0
베리 배드 씽,스릴러,2.8,2.5
배드 캅,드라마,3.8,3.5
레 미제라블,범죄,3.9,3.5
진저브레드 맨,스릴러,2.9,2.5
나의 장미빛 인생,코미디,3.7,3.5
개 같은 내 인생,드라마,3.7,3.5
그것은 인생,스페인,3.1,3.0
인생 전서,판타지,3.1,3.0
장미빛 인생,로맨스,3.1,3.0
인생,드라마,4.0,3.5
래리 플린트,드라마,3.4,3.0
아이 러브 유,로맨스,1.8,1.5
에브리원 세즈 아이 러브 유,코미디,3.5,3.0
폴링 인 러브,로맨스,3.4,3.0
러브 앤 워,로맨스,3.0,2.5
유 콜 잇 러브,로맨틱코미디,3.5,3.0
러브 에세트라,로맨스,2.9,2.5
셰익스피어 인 러브,코미디,3.5,3.0
파라다이스 러브,드라마,3.0,2.5
애딕티드 러브,드라마,2.9,2.5
페어 러브,드라마,3.1,3.0
러브 & 드럭스,로맨틱코미디,3.3,3.0
러브 러브,드라마,1.8,1.5
형사에겐 디저트가 없다,범죄,3.3,3.0
셀레브레이션,드라마,3.7,3.5
007 북경특급,액션,3.5,3.0
북경반점,드라마,2.6,2.5
짙은 선홍색,스페인,3.9,3.5
대령에게는 편지가 오지 않는다,스페인,3.8,3.5
병 속에 담긴 편지,로맨스,3.1,3.0
편지,로맨스,3.4,3.0
쥬만지,가족,3.7,3.5
마스크,판타지,3.7,3.5
후프 드림스,스포츠,4.1,4.0
인 드림스,공포,3.0,3.0
아리조나 드림,드라마,3.3,3.0
웨이킹 라이프,판타지,3.8,3.5
웨이킹 네드,드라마,3.5,3.5
이레이저,액션,3.1,3.0
화성 침공,코미디,3.3,3.0
트루 크라임,드라마,3.2,3.0
못말리는 드라큐라,공포,2.8,2.5
스파이 대소동,코미디,3.0,3.0
록스베리 나이트,미국,3.0,2.5
메릴 스트립의 실크우드,스릴러,3.5,3.0
데블스 에드버킷,드라마,3.6,3.5
레즈,역사,3.6,3.5
꼬마 돼지 베이브,코미디,3.4,3.0
앙코르,로맨스,3.4,3.0
데이브,로맨틱코미디,3.3,3.0
블루스 브라더스 2000,미국,3.0,3.0
샤키 머신,액션,2.8,2.5
자칼,액션,3.1,3.0
X 파일 - 미래와의 전쟁,드라마,3.2,3.0
롱 키스 굿나잇,액션,3.3,3.0
모스키토 코스트,드라마,3.2,3.0
전쟁의 사상자들,전쟁,3.5,3.0
점퍼,액션,3.4,3.0
스타쉽 트루퍼스 2,공포,2.3,2.0
아이 더 쥬리,드라마,2.8,2.5
카마수트라,드라마,2.6,2.5
스위치,판타지,3.0,3.0
지옥의 카니발,액션,2.7,2.5
애정의 조건,코미디,3.5,3.5
우리가 왕들이었을 때,스포츠,3.9,3.5
닥터 봉,로맨틱코미디,2.6,2.5
씬 시티,액션,3.6,3.5
나그네와 마술사,드라마,3.4,3.0
레드 슈 다이어리 2,드라마,2.3,2.0
레드 슈 다이어리,로맨스,2.6,2.5
와일드 오키드 2,드라마,2.6,2.5
델타 비너스,드라마,2.5,2.0
